# Results collected after 10000 snapshots.
148.61566	0.00000
148.61766	0.00000
148.61966	0.00000
148.62166	0.00000
148.62366	0.00000
148.62566	0.00000
148.62766	0.00000
148.62966	0.00000
148.63166	0.00000
148.63366	0.00000
148.63566	0.00000
148.63766	0.00000
148.63966	0.00000
148.64166	0.00000
148.64366	0.00000
148.64566	0.00000
148.64766	0.00000
148.64966	0.00000
148.65166	0.00000
148.65366	0.00000
148.65566	0.00000
148.65766	0.00000
148.65966	0.00000
148.66166	0.00000
148.66366	0.00000
148.66566	0.00000
148.66766	0.00000
148.66966	0.00000
148.67166	0.00000
148.67366	0.00000
148.67566	0.00000
148.67766	0.00000
148.67966	0.00000
148.68166	0.00000
148.68366	0.00000
148.68566	0.00000
148.68766	0.00000
148.68966	0.00000
148.69166	0.00000
148.69366	0.00000
148.69566	0.00000
148.69766	0.00000
148.69966	0.00000
148.70166	0.00000
148.70366	0.00000
148.70566	0.00000
148.70766	0.00000
148.70966	0.00000
148.71166	0.00000
148.71366	0.00000
148.71566	0.00000
148.71766	0.00000
148.71966	0.00000
148.72166	0.00000
148.72366	0.00000
148.72566	0.00000
148.72766	0.00000
148.72966	0.00000
148.73166	0.00000
148.73366	0.00000
148.73566	0.00000
148.73766	0.00000
148.73966	0.00000
148.74166	0.00000
148.74366	0.00000
148.74566	0.00000
148.74766	0.00000
148.74966	0.00000
148.75166	0.00000
148.75366	0.00000
148.75566	0.00000
148.75766	0.00000
148.75966	0.00000
148.76166	0.00000
148.76366	0.00000
148.76566	0.00000
148.76766	0.00000
148.76966	0.00000
148.77166	0.00000
148.77366	0.00000
148.77566	0.00000
148.77766	0.00000
148.77966	0.00000
148.78166	0.00000
148.78366	0.00000
148.78566	0.00000
148.78766	0.00000
148.78966	0.00000
148.79166	0.00000
148.79366	0.00000
148.79566	0.00000
148.79766	0.00000
148.79966	0.00000
148.80166	0.00000
148.80366	0.00000
148.80566	0.00000
148.80766	0.00000
148.80966	0.00000
148.81166	0.00000
148.81366	0.00000
148.81566	0.00000
148.81766	0.00000
148.81966	0.00000
148.82166	0.00000
148.82366	0.00000
148.82566	0.00000
148.82766	0.00000
148.82966	0.00000
148.83166	0.00000
148.83366	0.00000
148.83566	0.00000
148.83766	0.00000
148.83966	0.00000
148.84166	0.00000
148.84366	0.00000
148.84566	0.00000
148.84766	0.00000
148.84966	0.00000
148.85166	0.00000
148.85366	0.00000
148.85566	0.00000
148.85766	0.00000
148.85966	0.00000
148.86166	0.00000
148.86366	0.00000
148.86566	0.00000
148.86766	0.00000
148.86966	0.00000
148.87166	0.00000
148.87366	0.00000
148.87566	0.00000
148.87766	0.00000
148.87966	0.00000
148.88166	0.00000
148.88366	0.00000
148.88566	0.00000
148.88766	0.00000
148.88966	0.00000
148.89166	0.00000
148.89366	0.00000
148.89566	0.00000
148.89766	0.00000
148.89966	0.00000
148.90166	0.00000
148.90366	0.00000
148.90566	0.00000
148.90766	0.00000
148.90966	0.00000
148.91166	0.00000
148.91366	0.00000
148.91566	0.00000
148.91766	0.00000
148.91966	0.00000
148.92166	0.00000
148.92366	0.00000
148.92566	0.00000
148.92766	0.00000
148.92966	0.00000
148.93166	0.00000
148.93366	0.00000
148.93566	0.00000
148.93766	0.00000
148.93966	0.00000
148.94166	0.00000
148.94366	0.00000
148.94566	0.00000
148.94766	0.00000
148.94966	0.00000
148.95166	0.00000
148.95366	0.00000
148.95566	0.00000
148.95766	0.00000
148.95966	0.00000
148.96166	0.00000
148.96366	0.00000
148.96566	0.00000
148.96766	0.00000
148.96966	0.00000
148.97166	0.00000
148.97366	0.00000
148.97566	0.00000
148.97766	0.00000
148.97966	0.00000
148.98166	0.00000
148.98366	0.00000
148.98566	0.00000
148.98766	0.00000
148.98966	0.00000
148.99166	0.00000
148.99366	0.00000
148.99566	0.00000
148.99766	0.00000
148.99966	0.00000
